
"Requirement Type","ID","Parent ID","Name","Short Description","Description","Status","Author","Suspect","Priority","Req ID","Message Key","Source"
"02 SRF Functional Requirements","FR--12.4.2","FR--12.4","Interfaces - NCIC File Compare","Complete a process to compare the NCIC convicted person file with the SRF database and identify SRF records that are out-of-sync. Create a file of out-of-sync records. (This file is used to create a listing of out-of-sync records which is processed by the SRU.)","Complete a process to compare the NCIC convicted person file with the SRF database and identify SRF records that are out-of-sync. Create a file of out-of-sync records. (This file is used to create a listing of out-of-sync records which is processed by the SRU.)","New","hofmanc","False","Unassigned","12/4/2002","",""
"02 SRF Functional Requirements","FR--12.4.3","FR--12.4","Interfaces - NCIC File Compare","Complete a monthly (or on-demand) process that strips SRF records from the SRF database to create a tape which is used to compare against the NCIC convicted persons file. Also produce a report of the total number of records (by record type.) (This report is printed to a HDC printer and given both to the SRU and the SRU programming staff.)","Complete a monthly (or on-demand) process that strips SRF records from the SRF database to create a tape which is used to compare against the NCIC convicted persons file. Also produce a report of the total number of records (by record type.) (This report is printed to a HDC printer and given both to the SRU and the SRU programming staff.)","New","hofmanc","False","Unassigned","12/4/2003","",""
"02 SRF Functional Requirements","FR--12.5","FR--12","Interfaces - Automated Criminal History System (ACHS)","None","None","New","hofmanc","False","Unassigned","12/5/2008","",""
"02 SRF Functional Requirements","FR--12.5.1","FR--12.5","Interfaces - Automated Criminal History System (ACHS)","Provide an interface from ACHS to SRF that allows ACHS to send notice of arrest, contact message, inquiry, and update information to SRF and/or the Oracle Data Mart. This interface must meet all current functionality and business requirements of the existing interface SRF-ACHS.
 1) Type: Batch
 2) Criticality: High
 3) Send/Receive: Receive
 4) Source: ACHS
 5) Destination: Oracle Data Mart, LEAs, VCIN 
 6) Frequency: Daily
 7) Data Type-Medium: ASCII Flat File
 8) Program: SRD000, SRX000, SRC000, SRU000, SRM000
 9) Average Records: 60,000","Provide an interface from ACHS to SRF that allows ACHS to send notice of arrest, contact message, inquiry, and update information to SRF and/or the Oracle Data Mart. This interface must meet all current functionality and business requirements of the existing interface SRF-ACHS.
 1) Type: Batch
 2) Criticality: High
 3) Send/Receive: Receive
 4) Source: ACHS
 5) Destination: Oracle Data Mart, LEAs, VCIN 
 6) Frequency: Daily
 7) Data Type-Medium: ASCII Flat File
 8) Program: SRD000, SRX000, SRC000, SRU000, SRM000
 9) Average Records: 60,000","New","hofmanc","False","Unassigned","12/5/2001","",""
"02 SRF Functional Requirements","FR--12.5.2","FR--12.5","Interfaces - Automated Criminal History System (ACHS)","Complete an on-demand process to extract data from the CJIS journal tape for all applications (i.e., SVS/ABS, WPS, DVROS, SRF, FEAF) and write to an ASCII flat file or tape for another procedure.","Complete an on-demand process to extract data from the CJIS journal tape for all applications (i.e., SVS/ABS, WPS, DVROS, SRF, FEAF) and write to an ASCII flat file or tape for another procedure.","New","hofmanc","False","Unassigned","12/5/2002","",""
"02 SRF Functional Requirements","FR--12.5.3","FR--12.5","Interfaces - Automated Criminal History System (ACHS)","Complete a daily (or on-demand) process using the ACHS daily tape and write the notice of arrest information to an ASCII flat file. (This file is placed on the DOJ FTP site for the Oracle Data Mart to ""pick-up."")","Complete a daily (or on-demand) process using the ACHS daily tape and write the notice of arrest information to an ASCII flat file. (This file is placed on the DOJ FTP site for the Oracle Data Mart to ""pick-up."")","New","hofmanc","False","Unassigned","12/5/2003","",""
"02 SRF Functional Requirements","FR--12.5.3.1","FR--12.5.3","Interfaces - Automated Criminal History System (ACHS)","Include the following fields in the daily (or on-demand) process that writes the notice of arrest information to an ASCII flat file: 
 1) FCN
 2) CII
 3) DATE-NOTICE-SENT
 4) TIME-NOTICE-SENT
 5) ARREST-DATE
 6) ARREST-AGEN-NAME
 7) ARREST-AGEN-CASE-NO","Include the following fields in the daily (or on-demand) process that writes the notice of arrest information to an ASCII flat file: 
 1) FCN
 2) CII
 3) DATE-NOTICE-SENT
 4) TIME-NOTICE-SENT
 5) ARREST-DATE
 6) ARREST-AGEN-NAME
 7) ARREST-AGEN-CASE-NO","New","hofmanc","False","Unassigned","12.5.3.1","",""
"02 SRF Functional Requirements","FR--12.5.4","FR--12.5","Interfaces - Automated Criminal History System (ACHS)","Complete a daily (or on-demand) process using the ACHS daily tape to identify matching CII numbers in which to generate a notice of arrest message. (The identified matching CII numbers are written to a report. This report is printed to an HDC printer and given to both the SRU and SRU programming staff.)","Complete a daily (or on-demand) process using the ACHS daily tape to identify matching CII numbers in which to generate a notice of arrest message. (The identified matching CII numbers are written to a report. This report is printed to an HDC printer and given to both the SRU and SRU programming staff.)","New","hofmanc","False","Unassigned","12/5/2004","",""
"02 SRF Functional Requirements","FR--12.5.5","FR--12.5","Interfaces - Automated Criminal History System (ACHS)","Complete a daily (or on-demand) process that strips contact messages from the ACHS journal and writes the stripped records to an ASCII flat file. (This file is placed on the DOJ FTP site for VCIN and/or the Oracle Data Mart to ""pick-up"". This procedure also produces a report of record counts. This report is printed to an HDC printer and given to the SRU programming staff.)","Complete a daily (or on-demand) process that strips contact messages from the ACHS journal and writes the stripped records to an ASCII flat file. (This file is placed on the DOJ FTP site for VCIN and/or the Oracle Data Mart to ""pick-up"". This procedure also produces a report of record counts. This report is printed to an HDC printer and given to the SRU programming staff.)","New","hofmanc","False","Unassigned","12/5/2005","",""
"02 SRF Functional Requirements","FR--12.5.5.1","FR--12.5.5","Interfaces - Automated Criminal History System (ACHS)","Include the following fields in the daily (or on-demand) process that writes contact message to an ASCII flat file for the Oracle Data Mart:
 <<See Description for list of fields>>","Include the following fields in the daily (or on-demand) process that writes contact message to an ASCII flat file for the Oracle Data Mart:

  1) TYPE		
  2) DATE
  3) TIME
  4) ORI
  5) IDN
  6) STAT
  7) OFN
  8) PHO
  9) CAL
10) CHG  
11) LIC 
12) LIS
13) LIY
14) LIT
15) VYR
16) VMA
17) VMO      
18) VCO   
19) COM-GROUP 
20) ORIAGENCY 
21) NAM
22) DOB
23) SEX
24)  RAC
25)  HGT
26)  WGT
27)  EYE
28)  HAI    
29)  OFF    
30)  AGENCY  
31) UNIT
32) SON
33) SOT
34) FCN
35) SHO
36) MIS
37) OUT-JRNL-END
","New","hofmanc","False","Unassigned","12.5.5.1","",""
"02 SRF Functional Requirements","FR--12.5.5.2","FR--12.5.5","Interfaces - Automated Criminal History System (ACHS)","Include the following fields in the daily (or on-demand) process that writes contact message to an ASCII flat file for the VCIN:  <<See Description for list of fields>>","Include the following fields in the daily (or on-demand) process that writes contact message to an ASCII flat file for the VCIN:

1) ESC
  2) TYPE
  3) DATE
  4) TIME
  5) ORI
  6) IDN
  7) STAT
  8) OFN
  9) PHO
10) CAL
11) CHG 
12) LIC
13) LIS
14) LIY
15) LIT
16) VYR
17) VMA
18) VMO
19) VCO   
20) COM-GROUP
21) NAM 
22) DOB
23) SEX 
24) RAC 
25) HGT 
26) WGT
27) EYE  
28) HAI
29) AGENCY
30) UNIT
31) SON 
32) FCN
33) SHO
34) OFF
35) ORIAGENCY  ","New","hofmanc","False","Unassigned","12.5.5.2","",""
"02 SRF Functional Requirements","FR--12.5.6","FR--12.5","Interfaces - Automated Criminal History System (ACHS)","Complete a daily (or on-demand) process using the ACHS daily tape to strip update information and write the records to an ASCII flat file. ","Complete a daily (or on-demand) process using the ACHS daily tape to strip update information and write the records to an ASCII flat file. (This file is placed on the DOJ FTP site for the Oracle Data Mart to ""pick-up."" Also identify and produce a report of all duplicate records. This report is printed to an HDC printer and given to both the SRU and SRU programming staff.)
","New","hofmanc","False","Unassigned","12/5/2006","",""
"02 SRF Functional Requirements","FR--12.5.6.1","FR--12.5.6","Interfaces - Automated Criminal History System (ACHS)","Complete a daily (or on-demand) process using the ACHS daily tape to strip update information and write the records to an ASCII flat file.","Complete a daily (or on-demand) process using the ACHS daily tape to strip update information and write the records to an ASCII flat file. (This file is placed on the DOJ FTP site for the Oracle Data Mart to ""pick-up."" Also identify and produce a report of all duplicate records. This report is printed to an HDC printer and given to both the SRU and SRU programming staff.)

Include the following fields in the daily (or on-demand) process that writes records to an ASCII flat file for the Oracle Data Mart:

Delete record format -
1) ACTION 
2) DATE
3) TIME   
4) FCN
5) DOC
6) RFC
7) CTD
8) CII-GRP
 9) TYPE
10) IDN

Update record format-
  1) ACTION 
  2) DATE    
  3) TIME 
  4) FCN    
  5) TEST  
  6) MNE  
  7) SEX    
  8) RAC 
  9) DOB       
10) CDC/CYA    
11) COUNTY-CODE
12) CITY   
13) OCA 
14) CII       
15) SOT  
16) HGT
17) WGT 
18) EYE
19) HAI
20) ORI-9
21) UNT
22) EDS
23) OFFENSE
24) SON
25) SOC
26) DSS
27) TYPE 
28) RSO 
29) SHO
30) OLN-GROUP
31) ARI
32) CMC
33) CRI
34) DOA
35) DPR
36) ENT
37) FBI
38) FPC
39) IMN
40) IMT
41) INC
42) LIC
43) LIS 
44) LIT
45) LIY
46) LOC
47) MNU
48) OOC
49) POB
50) RPR
51) SCI
52) SKN
53) SMT
54) VCO
55) VIN
56) VMA
57) VMO
58) VST     
59) VYR    
60) DLV    
61) CONTACT CNT
62) NIC
63) DNT
64) FILLER
65) RFC
66) DOC 
67) VLD
68) VLN
69) CTD
70) MIS
71) AKA
72) FILLER			
","New","hofmanc","False","Unassigned","12.5.6.1","",""
"02 SRF Functional Requirements","FR--12.5.7","FR--12.5","Interfaces - Automated Criminal History System (ACHS)","Complete a daily process that strips ACHS records of inquiry and hit information and write the records to an ASCII flat file. (This file is placed on the DOJ FTP site for the Oracle data mart to ""pick-up."")","Complete a daily process that strips ACHS records of inquiry and hit information and write the records to an ASCII flat file. (This file is placed on the DOJ FTP site for the Oracle data mart to ""pick-up."")
","New","hofmanc","False","Unassigned","12/5/2007","",""
"02 SRF Functional Requirements","FR--12.5.7.1","FR--12.5.7","Interfaces - Automated Criminal History System (ACHS)","Complete a daily process that strips ACHS records of inquiry and hit information and write the records to an ASCII flat file. (This file is placed on the DOJ FTP site for the Oracle data mart to ""pick-up."")  <<See Description for list of fields>>","Complete a daily process that strips ACHS records of inquiry and hit information and write the records to an ASCII flat file. (This file is placed on the DOJ FTP site for the Oracle data mart to ""pick-up."")

  1) DATE
  2) TIME
  3) ORI
  4) MNE
  5) TOTAL-HIT
  6) HIT-SEQ
  7) INPUT-MKE
  8) CII
  9) CDC
10) CYA
11) OCA
12) SOC
13) OLN
14) NAM
15) SEX
16) DOB
17) AGE
18) RAC
19) HGT
20) EYE
21) HAI
22) CNTY
23) FCN
24) TEST
25) MNE
26) NAM
27) SEX
28) RAC
29) DOB
30) CDC/CYA
31) COUNTY-CODE
32) CITY
33) OCA
34) CII
35) SOT
36) HGT
37) WGT
38) EYE
39) HAI
40) ORI-9
41) UNT 
42) EDS
42) OFFENSE
43) SON
44) SOC
45) DSS 
46) TYPE
47) RSO
48) SHO
49) OLN-GROUP
51) ARI
52) CMC 
53) CRI      
54) DOA   
55) DPR   
56) ENT 
57) FBI
58) FPC
59) INM
60) IMT
61) INC
62) LIC
63) LIS
64) LIT
65) LIY
66) LOC
67) MNU
68) OOC
69) POB
70) RPR
71) SCI
72) SKN
73) SMT            
74) VCO          
75) VIN            
76) VMA           
77) VMO           
78) VST            
79) VYR            
80) WNO           
81) DLV
82) CNT-CONTACT
83) NIC
84) DNT
85) FILLER
86) RFC
87) DOC
88) VLD
89) VLN 
90) CTD 
91) MIS
92) AKA","New","hofmanc","False","Unassigned","12.5.7.1","",""
"02 SRF Functional Requirements","FR--12.6","FR--12","Interfaces - California Department Of Corrections (CDCR)","None","None","New","hofmanc","False","Unassigned","12/6/2008","",""
"02 SRF Functional Requirements","FR--12.6.1","FR--12.6","Interfaces - California Department Of Corrections (CDCR)","Provide an interface from CDCR to SRF that allows CDCR to send SRF messages to SRF. This interface must meet all current functionality and business requirements of the existing interface SRF-CDCR.
 1) Type: Batch
 2) Criticality: High
 3) Send/Receive: Send and Receive
 4) Source: CDCR, SRF
 5) Destination: SRF, CDCR 
 6) Frequency: Weekly
 7) Data Type-Medium: ASCII Flat File
 8) Program: SRA000, SRG000, SRB000 
 9) Average Records: 25,000","Provide an interface from CDCR to SRF that allows CDCR to send SRF messages to SRF. This interface must meet all current functionality and business requirements of the existing interface SRF-CDCR.
 1) Type: Batch
 2) Criticality: High
 3) Send/Receive: Send and Receive
 4) Source: CDCR, SRF
 5) Destination: SRF, CDCR 
 6) Frequency: Weekly
 7) Data Type-Medium: ASCII Flat File
 8) Program: SRA000, SRG000, SRB000 
 9) Average Records: 25,000","New","hofmanc","False","Unassigned","12/6/2001","",""
"02 SRF Functional Requirements","FR--12.6.2","FR--12.6","Interfaces - California Department Of Corrections (CDCR)","Complete a weekly (or on-demand) process to ""pick-up"" the CDCR ASCII flat files (via the DOJ FTP site) and move to the Unix system for processing.","Complete a weekly (or on-demand) process to ""pick-up"" the CDCR ASCII flat files (via the DOJ FTP site) and move to the Unix system for processing.","New","hofmanc","False","Unassigned","12/6/2002","",""
"02 SRF Functional Requirements","FR--12.6.3","FR--12.6","Interfaces - California Department Of Corrections (CDCR)","Complete a weekly (or on-demand) process using the CDCR ASCII flat file (via the DOJ FTP site) to process CDCR updates (i.e., cancel) into the SRF database.","Complete a weekly (or on-demand) process using the CDCR ASCII flat file (via the DOJ FTP site) to process CDCR updates (i.e., cancel) into the SRF database.","New","hofmanc","False","Unassigned","12/6/2003","",""
"02 SRF Functional Requirements","FR--12.6.4","FR--12.6","Interfaces - California Department Of Corrections (CDCR)","Complete a weekly (or on-demand) process using the CDCR ASCII flat file (via the DOJ FTP site) to process CDCR updates (i.e., entry or modify) into the SRF database. (This procedure also produces a report noting the records in error (report SRB411-A) and those for correction (report SRB412-A.) This report is printed to an HDC printer and given to the SRU. In addition, produce an ASCII flat file of the records in error and those for correction and place on the DOJ FTP site for CDCR to ""pick-up"". Finally, produce an ASCII flat file of all updates to be placed on the DOJ FTP site for the Oracle Data Mart to ""pick-up"".)","Complete a weekly (or on-demand) process using the CDCR ASCII flat file (via the DOJ FTP site) to process CDCR updates (i.e., entry or modify) into the SRF database. (This procedure also produces a report noting the records in error (report SRB411-A) and those for correction (report SRB412-A.) This report is printed to an HDC printer and given to the SRU. In addition, produce an ASCII flat file of the records in error and those for correction and place on the DOJ FTP site for CDCR to ""pick-up"". Finally, produce an ASCII flat file of all updates to be placed on the DOJ FTP site for the Oracle Data Mart to ""pick-up"".)","New","hofmanc","False","Unassigned","12/6/2004","",""
"02 SRF Functional Requirements","FR--12.6.4.1","FR--12.6.4","Interfaces - California Department Of Corrections (CDCR)","Include the following fields in the weekly process that writes records to an ASCII flat file for the Oracle Data Mart:   <<See Description for list of fields>>","Include the following fields in the weekly process that writes records to an ASCII flat file for the Oracle Data Mart:

1) ACTION
  2) DATE
  3) TIME
  4) FCN
  5) TEST
  6) FCN-ORI
  7) MNE
  8) NAM 
  9) SEX   
10) RAC    
11) DOB 
12) SOC  
13) CDC/CYA 
14) COUNTY-CODE 
15) CITY        
16) OCA   
17) CII     
18) SOT      
19) HGT
20) WGT
21) EYE  
22) HAI 
23) ORI-9
24) UNT 
25) EDS  
26) OFFENSE
27) SON
28) SOC 
29) DSS
30) TYPE 
31) RSO
32) SHO
33) OLN-GROUP
34) ARI
35) CMC 
 36) CRI
37) DOA      
38) DPR 
39) ENT  
40) FBI   
41) FPC  
42) IMN  
43) IMT   
44) INC  
45) LIC  
46) LIS 
47) LIT   
48) LIY  
49) LOC 
50) MNU  
51) OOC   
52) POB  
53) RPR  
54) SCI     
55) SKN  
56) SMT    
57) VCO
58) VIN     
59) VMA 
60) VMO  
61) VST
62) VYR 
63) WNO
64) DLV
65) CONTACT
66) NIC
67) DNT
68) VCN-FLAG
69) SEX-FLAG
70) REQ-TO-REG
71) NOT-COMPLIANCE
72) ATTEMPTED-FLAG
73) UNUSE-FLAG2
74) UNUSE-FLAG3          
75) UNUSE-FLAG4            
76) TRN-FLAG           
77) TRN-VIO-FLAG           
78) SVP-FLAG            
79) SVP-DATE            
80) SVP-VIO-FLAG     
81) VCN-COMMENT
82) REG-STATUS
83) RSH
84) RFC
85) DOC
86) VLD
87) VLN
88) CTD
89) MIS 
90) AKA 
91) SRF-OLD-ORI
92) SRF-NEW-ORI
93) SRF-FLAG      ","New","hofmanc","False","Unassigned","12.6.4.1","",""
"02 SRF Functional Requirements","FR--12.6.5","FR--12.6","Interfaces - California Department Of Corrections (CDCR)","Provide an interface from CDCR to SRF that allows CDCR to send information to SRF. This interface must meet all current functionality and business requirements of the existing interface SRF-CDCR.
 1) Type: Batch
 2) Criticality: High
 3) Send/Receive: Send and Receive
 4) Source: CDCR, SRF
 5) Destination: SRF, CDCR 
 6) Frequency: Quarterly
 7) Data Type-Medium: ASCII Flat File
 8) Program: SRL000 
 9) Average Records: 160,000","Provide an interface from CDCR to SRF that allows CDCR to send information to SRF. This interface must meet all current functionality and business requirements of the existing interface SRF-CDCR.
 1) Type: Batch
 2) Criticality: High
 3) Send/Receive: Send and Receive
 4) Source: CDCR, SRF
 5) Destination: SRF, CDCR 
 6) Frequency: Quarterly
 7) Data Type-Medium: ASCII Flat File
 8) Program: SRL000 
 9) Average Records: 160,000","New","hofmanc","False","Unassigned","12/6/2005","",""
"02 SRF Functional Requirements","FR--12.6.6","FR--12.6","Interfaces - California Department Of Corrections (CDCR)","Complete a quarterly (or on-demand) process to compare active SRF CDCR record types to a file provided by CDCR (Quarterly Compare.) (This procedure also produces an ASCII flat file of the records in error and those for correction. This file is placed on the DOJ FTP site for CDCR to ""pick-up"".)","Complete a quarterly (or on-demand) process to compare active SRF CDCR record types to a file provided by CDCR (Quarterly Compare.) (This procedure also produces an ASCII flat file of the records in error and those for correction. This file is placed on the DOJ FTP site for CDCR to ""pick-up"".)","New","hofmanc","False","Unassigned","12/6/2006","",""
"02 SRF Functional Requirements","FR--12.7","FR--12","Interfaces - Orange County (OC)","None","None","New","hofmanc","False","Unassigned","12/7/2008","",""
"02 SRF Functional Requirements","FR--12.7.1","FR--12.7","Interfaces - Orange County (OC)","Provide an interface from Orange County (OC) to SRF that allows OC to send update messages to SRF and allows the SRF database to create an ASCII flat file to be used by the Oracle Data Mart. This interface must meet all current functionality and business requirements of the existing interface SRF-Oracle Data Mart.
 1) Type: Batch
 2) Criticality: Medium
 3) Send/Receive: Receive/Send
 4) Source: OC / Oracle Data Mart
 5) Destination: SRF, Oracle Data Mart / OC
 6) Frequency: Daily
 7) Data Type-Medium: ASCII Flat File
 8) Program: SRN000
 9) Average Records: 1500","Provide an interface from Orange County (OC) to SRF that allows OC to send update messages to SRF and allows the SRF database to create an ASCII flat file to be used by the Oracle Data Mart. This interface must meet all current functionality and business requirements of the existing interface SRF-Oracle Data Mart.
 1) Type: Batch
 2) Criticality: Medium
 3) Send/Receive: Receive/Send
 4) Source: OC / Oracle Data Mart
 5) Destination: SRF, Oracle Data Mart / OC
 6) Frequency: Daily
 7) Data Type-Medium: ASCII Flat File
 8) Program: SRN000
 9) Average Records: 1500","New","hofmanc","False","Unassigned","12/7/2001","",""
"02 SRF Functional Requirements","FR--12.7.2","FR--12.7","Interfaces - Orange County (OC)","Complete a daily (or on-demand) process using the OC ASCII flat file (via the DOJ FTP site) to process OC updates (i.e., entry, modify, cancel) into the SRF database. Produce a report noting the records in error and those for correction. (This report is printed to an HDC printer and given to the SRU.) Produce a file of the records in error and those for correction and place on the DOJ FTP site for OC to ""pick-up"". Produce an ASCII flat file of the records with FCN numbers and place on the DOJ FTP site for OC to ""pick-up."" Finally, produce an ASCII flat file to be placed on the DOJ FTP site of all updates for the Oracle Data Mart to 'pick-up'.","Complete a daily (or on-demand) process using the OC ASCII flat file (via the DOJ FTP site) to process OC updates (i.e., entry, modify, cancel) into the SRF database. Produce a report noting the records in error and those for correction. (This report is printed to an HDC printer and given to the SRU.) Produce a file of the records in error and those for correction and place on the DOJ FTP site for OC to ""pick-up"". Produce an ASCII flat file of the records with FCN numbers and place on the DOJ FTP site for OC to ""pick-up."" Finally, produce an ASCII flat file to be placed on the DOJ FTP site of all updates for the Oracle Data Mart to 'pick-up'.","New","hofmanc","False","Unassigned","12/7/2002","",""
"02 SRF Functional Requirements","FR--12.7.2.1","FR--12.7.2","Interfaces - Orange County (OC)","Include the following fields in the daily (or on-demand) process that writes records to an ASCII flat file for the Oracle Data Mart:  <<See Description for list of fields>>

Delete record format -","Include the following fields in the daily (or on-demand) process that writes records to an ASCII flat file for the Oracle Data Mart:

Delete record format -
1) ACTION
2) DATE  
3) TIME
4) FCN
5) DOC
6) RFC
7) CTD
8) CII-GRP
 9) TYPE
10) IDN

Update record format-
  1) ACTION
  2) DATE
  3) TIME
  4) FCN
  5) TEST 
  6) MNE
  7) NAM
  8) SEX
  9) RAC
10) DOB
11) CDC/CYA
12) COUNTY-CODE
13) CITY
14) OCA
15) CII
16) SOT
17) HGT
18) WGT
19) EYE
20) HAI
21) ORI-9
22) UNT
23) EDS
24) OFFENSE
25) SON
26) SOC
27) DSS
28) TYPE
29) RSO 
30) SHO
31) OLN-GROUP
32) ARI
33) CMC
34) CRI
35) DOA
36) DPR
37) ENT
38) FBI
39) FPC
40) IMN
41) IMT
42) INC
43) LIC
44) LIS
45) LIT
46) LIY
47) LOC
48) MNU
49) OOC
50) POB
51) RPR
52) SCI
53) SKN
54) SMT
55) VCO
56) VIN
57) VMA
58) VMO
59) VST
60) VYR     
61) WMO
62) DLV
63) CONTACT CNT
64) NIC
65) VCN-FLAG
66) SEX-FLAG 
67) REQ-TO-REG
68) RFC
69) DOC
70) VLD
71) FLN
72) CTD
73) MIS
74) AKA
","New","hofmanc","False","Unassigned","12.7.2.1","",""
"02 SRF Functional Requirements","FR--12.8","FR--12","Interfaces - Violent Crime Information Network (VCIN)","None","None","New","hofmanc","False","Unassigned","12/8/2008","",""
"02 SRF Functional Requirements","FR--12.8.1","FR--12.8","Interfaces - Violent Crime Information Network (VCIN)","Provide an interface from SRF to VCIN that strips SRF contact message records from the SRF database to create an ASCII flat file to be used by the VCIN. This interface must meet all current functionality and business requirements of the existing interface SRF-VCIN.
 1) Type: Batch
 2) Criticality: Medium
 3) Send/Receive: Send and Receive
 4) Source: Oracle Data Mart, VCIN
 5) Destination: VCIN, Oracle Data Mart
 6) Frequency: Daily
 7) Data Type-Medium: ASCII Flat File
 8) Program: SFB000, SRC000
 9) Average Records: 100","Provide an interface from SRF to VCIN that strips SRF contact message records from the SRF database to create an ASCII flat file to be used by the VCIN. This interface must meet all current functionality and business requirements of the existing interface SRF-VCIN.
 1) Type: Batch
 2) Criticality: Medium
 3) Send/Receive: Send and Receive
 4) Source: Oracle Data Mart, VCIN
 5) Destination: VCIN, Oracle Data Mart
 6) Frequency: Daily
 7) Data Type-Medium: ASCII Flat File
 8) Program: SFB000, SRC000
 9) Average Records: 100","New","hofmanc","False","Unassigned","12/8/2001","",""
"02 SRF Functional Requirements","FR--12.8.2","FR--12.8","Interfaces - Violent Crime Information Network (VCIN)","Complete a daily (or on-demand) process using the VCIN ASCII flat file to process VCIN sex registrants and arson updates into the SRF database. Produce a report noting the records in error (program 411) and those for correction (program 412.) (This file is placed on the DOJ FTP site to be ""picked-up"" by the Oracle Data Mart. A report is printed to an HDC printer and given to the SRU.)","Complete a daily (or on-demand) process using the VCIN ASCII flat file to process VCIN sex registrants and arson updates into the SRF database. Produce a report noting the records in error (program 411) and those for correction (program 412.) (This file is placed on the DOJ FTP site to be ""picked-up"" by the Oracle Data Mart. A report is printed to an HDC printer and given to the SRU.)","New","hofmanc","False","Unassigned","12/8/2002","",""
"02 SRF Functional Requirements","FR--12.8.3","FR--12.8","Interfaces - Violent Crime Information Network (VCIN)","Complete a daily (or on-demand) process that strips VCIN sex registrants and arson records from the SRF database and write the stripped records to an ASCII flat file. (This file is placed on the DOJ FTP site. This procedure also produces a report of the counts and is distributed to SRU.)","Complete a daily (or on-demand) process that strips VCIN sex registrants and arson records from the SRF database and write the stripped records to an ASCII flat file. (This file is placed on the DOJ FTP site. This procedure also produces a report of the counts and is distributed to SRU.)","New","hofmanc","False","Unassigned","12/8/2003","",""
"02 SRF Functional Requirements","FR--12.9","FR--12","Interfaces - WPS","None","None","New","hofmanc","False","Unassigned","12/9/2008","",""
"02 SRF Functional Requirements","FR--12.9.1","FR--12.9","Interfaces - WPS","Provide an interface from SRF to WPS to send a message to WPS when an inquiry message is accepted in SRF and meet all current functionality and business requirements of the existing interface SRF-WPS.
 1) Type: On-line
 2) Criticality: High
 3) Send/Receive: Send
 4) Source: SRF
 5) Destination: WPS (Entering Agency Mnemonic)
 6) Frequency: Immediate
 7) Data Type-Medium: On-line
 8) Program: Inquiry message
 9) Average Records: 80,000 inquiry","Provide an interface from SRF to WPS to send a message to WPS when an inquiry message is accepted in SRF and meet all current functionality and business requirements of the existing interface SRF-WPS.
 1) Type: On-line
 2) Criticality: High
 3) Send/Receive: Send
 4) Source: SRF
 5) Destination: WPS (Entering Agency Mnemonic)
 6) Frequency: Immediate
 7) Data Type-Medium: On-line
 8) Program: Inquiry message
 9) Average Records: 80,000 inquiry","New","hofmanc","False","Unassigned","12/9/2001","",""
"02 SRF Functional Requirements","FR--12.9.2","FR--12.9","Interfaces - WPS","Generate an inquiry message for the Wanted Person System (WPS) when an inquiry (QVC, QVCK, or QLW) message is received by SRF.","Generate an inquiry message for the Wanted Person System (WPS) when an inquiry (QVC, QVCK, or QLW) message is received by SRF.","New","hofmanc","False","Unassigned","12/9/2002","",""
"02 SRF Functional Requirements","FR--12.10","FR--12","Interfaces - DVROS","None","None","New","hofmanc","False","Unassigned","12/10/2008","",""
"02 SRF Functional Requirements","FR--12.10.1","FR--12.10","Interfaces - DVROS","Provide an interface from SRF to DVROS to send a message to DVROS when an inquiry message is accepted in SRF and meet all current functionality and business requirements of the existing interface SRF-DVROS.
 1) Type: On-line
 2) Criticality: High
 3) Send/Receive: Send
 4) Source: SRF
 5) Destination: DVROS (Entering Agency Mnemonic)
 6) Frequency: Immediate
 7) Data Type-Medium: On-line
 8) Program: Inquiry message
 9) Average Records: 80,000 inquiry","Provide an interface from SRF to DVROS to send a message to DVROS when an inquiry message is accepted in SRF and meet all current functionality and business requirements of the existing interface SRF-DVROS.
 1) Type: On-line
 2) Criticality: High
 3) Send/Receive: Send
 4) Source: SRF
 5) Destination: DVROS (Entering Agency Mnemonic)
 6) Frequency: Immediate
 7) Data Type-Medium: On-line
 8) Program: Inquiry message
 9) Average Records: 80,000 inquiry","New","hofmanc","False","Unassigned","12/10/2001","",""
"02 SRF Functional Requirements","FR--12.10.2","FR--12.10","Interfaces - DVROS","Generate an inquiry message for the Domestic Violence Restraining Order System (DVROS) when an inquiry (QVC, QVCK, or QLW) message is received by SRF.","Generate an inquiry message for the Domestic Violence Restraining Order System (DVROS) when an inquiry (QVC, QVCK, or QLW) message is received by SRF.","New","hofmanc","False","Unassigned","12/10/2002","",""
"02 SRF Functional Requirements","FR--12.11","FR--12","Interfaces - Armed and Prohibited Persons System (APPS)","None","None","New","hofmanc","False","Unassigned","12/11/2008","",""
